git2022-01-18 20:47:51.064163    Maki (MK) - Minami-ke
2022-01-21 06:39:59.953961    Lina (MSKIMA) - Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru
2022-01-21 06:40:11.620153    Tron (MsR) - Maou-sama, Retry!
2022-01-21 06:40:13.443944    Tsukino Yomisawa - Succubus Stayed Life
2022-01-21 06:40:20.800673    Konoka Konoe - Mahou Sensei Negima!
2022-01-21 06:40:27.864572    Aqua - Kono Subarashii Sekai ni Shukufuku wo!
2022-01-21 06:40:34.394511    May von Earlshide - Kenja no Mago
2022-01-21 06:40:41.501275    Marielle - Log Horizon
2022-01-21 06:40:48.450241    Unilla Icequeencone - Transformers
2022-01-21 06:40:55.536460    Shiva (TnS) - Totsukuni no Shoujo
2022-01-21 06:41:02.561077    Isumi Saginomiya - Hayate no Gotoku!
2022-01-21 06:41:09.530707    Shian - Synthesizer V
2022-01-21 06:41:16.885355    Masaki (MM) - Momoiro Meloik
2022-01-21 06:41:23.412044    Wallaby - Girls und Panzer
2022-01-21 06:41:30.275538    Rainbow Quartz - Steven Universe
2022-01-21 06:42:03.326933    Big Barda (Barda Free) - DC
2022-01-21 06:42:10.159612    BB - Fate/EXTRA CCC
2022-01-21 07:40:00.048375    Kukuru Misakino - Shiroi Suna no Aquatope React with any emoji to claim!
2022-01-21 07:40:07.247480    Tamaki Gokou - Ore no Imouto ga Konnani Kawaii Wake ga Nai React with any emoji to claim!
2022-01-21 07:40:14.041020    Excavation Chief's Litwick - Pokémon Journeys: The Series React with any emoji to claim!
2022-01-21 07:40:21.126242    Minzy - 2NE1 React with any emoji to claim!
2022-01-21 07:40:27.970514    Mu Ning Xue - Versatile Mage React with any emoji to claim!
2022-01-21 07:40:34.997665    Elvina Loyan - Fantasy Frontier React with any emoji to claim!
2022-01-21 07:40:42.087873    Arthur de Richemont - Ulysses: Jehanne Darc to Renkin no Kishi React with any emoji to claim!
2022-01-21 07:40:49.082265    Sayo Fujî - Game - Suit React with any emoji to claim!
2022-01-21 07:40:56.257537    Mao Pam - Magical Girl Raising Project React with any emoji to claim!
2022-01-21 07:41:02.960411    Selene (WE) - Windrose Everlasting React with any emoji to claim!
2022-01-21 07:41:10.000561    Grace (PKMN) - Pokémon X/Y React with any emoji to claim!
2022-01-21 07:41:16.956117    Liz (KMNZ) - KMNZ React with any emoji to claim!
2022-01-21 07:41:23.990114    Rin Akagi - Gyakuten Sekai no Denchi Shoujo React with any emoji to claim!
2022-01-21 07:41:30.743117    Pocona - Slime Life React with any emoji to claim!
2022-01-21 07:42:03.689593    Orube - W.I.T.C.H. React with any emoji to claim!
2022-01-21 07:42:10.673256    Eko Amagasaki - Avatar 2.0 Project React with any emoji to claim!
2022-01-21 08:40:00.158661    Tamae Okamine - Date A Live React with any emoji to claim!
2022-01-21 08:40:20.202591    Quiet Aqua - Twin Quiet -Shinsou Sennou Yugamerareta Seigi React with any emoji to claim!
2022-01-21 08:40:27.250613    Mai Tadakusa - Yatogame-chan Kansatsu Nikki React with any emoji to claim!
2022-01-21 08:40:34.049967    Usagi Saionji - Taimadou Gakuen 35 React with any emoji to claim!
2022-01-21 08:40:40.808857    Meika - The Maid Who Can't Hide Her Feelings React with any emoji to claim!
2022-01-21 08:40:47.978103    Tong Qing - Huyao Xiao Hongniang React with any emoji to claim!
2022-01-21 08:40:54.998636    Eilene - Eilene and Friends React with any emoji to claim!
2022-01-21 08:41:01.989131    Hime Shiraki - Yuri is My Job! React with any emoji to claim!
2022-01-21 08:41:08.955544    Chacha Akaza - Maken-Ki! React with any emoji to claim!
2022-01-21 08:41:15.913989    Sandra (ST300) - Slime Taoshite 300-nen React with any emoji to claim!
2022-01-21 08:41:22.957197    Kaede Akiyama - Kengan Ashura React with any emoji to claim!
2022-01-21 08:41:29.949105    Sarah (EGS) - El Goonish Shive React with any emoji to claim!
2022-01-21 08:41:37.421658    Lukana Octo - The Evillious Chronicles React with any emoji to claim!
2022-01-21 08:41:43.863242    Morgana Jackson - The Clockmaster React with any emoji to claim!
2022-01-21 08:42:03.945387    Edith The Lunch Lady - Captain Underpants React with any emoji to claim!
2022-01-21 08:42:20.204221    Mirei Ayanokoji - Girl Friend BETA React with any emoji to claim!
2022-01-21 09:40:00.011495    Zari Tomaz - DC React with any emoji to claim!
2022-01-21 09:40:07.319834    Chii - Chobits React with any emoji to claim!
2022-01-21 09:40:13.809807    Sabine Nakamura - Criminale! React with any emoji to claim!
2022-01-21 09:40:20.813741    Ifrit (Elqueeness) - Elqueeness React with any emoji to claim!
2022-01-21 09:40:27.873141    Yeon-A Shin - Mercenary Enrollment React with any emoji to claim!
2022-01-21 09:40:34.870026    Yun-Fat - Asobi ni Iku yo! React with any emoji to claim!
2022-01-21 09:40:41.795744    King (MSS) - Mahou Shoujo Site React with any emoji to claim!
2022-01-21 09:40:48.664796    Kaori Sasaki (FTWLS) - My First Time is With... My Little Sister?! React with any emoji to claim!
2022-01-21 09:40:55.836904    Maiko Yonezawa - Haikyuu!! React with any emoji to claim!
2022-01-21 09:41:02.874082    Musashi (KnH) - Kyoukaisenjou no Horizon React with any emoji to claim!
2022-01-21 09:41:09.947000    Bernadette Briett - Mobile Suit Crossbone Gundam React with any emoji to claim!
2022-01-21 09:41:17.361272    Winona (Chojin) - Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu! React with any emoji to claim!
2022-01-21 09:41:24.083264    Clair's Dragonair - Pokémon Gold/Silver/Crystal React with any emoji to claim!
2022-01-21 09:41:31.067671    Stormfly - How To Train Your Dragon React with any emoji to claim!
2022-01-21 09:42:03.557104    Kira (TDC) - The Dark Crystal React with any emoji to claim!
2022-01-21 09:42:10.730461    Beatrice Trancet - The Reason Why Raeliana Ended up at the Duke's Mansion React with any emoji to claim!
2022-01-21 10:40:00.086151    Chaika (AsoIku) - Asobi ni Iku yo! React with any emoji to claim!
2022-01-21 10:40:06.973357    Aiko (School) - School React with any emoji to claim!
2022-01-21 10:40:14.119889    Tako Luka - Fanloid React with any emoji to claim!
2022-01-21 10:40:21.027570    Hildegard von Mariendorf - Ginga Eiyuu Densetsu React with any emoji to claim!
2022-01-21 10:40:28.153413    Empress of Night - Tsujou Kogeki ga Zentai Kogeki de Ni-kai Kogeki no Okaa-san wa Suki Desuka? React with any emoji to claim!
2022-01-21 10:40:35.284572    Erika Shibasaki - Tsurezure Children React with any emoji to claim!
2022-01-21 10:40:42.468224    Fuji Kiseki - Uma Musume: Pretty Derby React with any emoji to claim!
2022-01-21 10:40:49.690647    Neko - K React with any emoji to claim!
2022-01-21 10:40:56.426578    Della - Goosebumps React with any emoji to claim!
2022-01-21 10:41:03.796228    Morinaka Kazaki - Nijisanji React with any emoji to claim!
2022-01-21 10:41:10.351412    Tinker - Tinker React with any emoji to claim!
2022-01-21 10:41:17.514281    Asuha Kusunoki - Battle Girl High School React with any emoji to claim!
2022-01-21 10:41:24.259949    Shane's Swablu - Pokémon the Series: Ruby & Sapphire React with any emoji to claim!
2022-01-21 10:41:31.464776    Ai Aihara - Futa-bu! React with any emoji to claim!
2022-01-21 10:42:04.081587    Ichiko Oda - Oda Cinnamon Nobunaga React with any emoji to claim!
2022-01-21 10:42:10.984321    Kathryn Janeway - Star Trek: Voyager React with any emoji to claim!
2022-01-21 11:40:00.287372    Philo - Saihate no Solte React with any emoji to claim!
2022-01-21 11:40:06.939069    Solty Revant - Solty Rei React with any emoji to claim!
2022-01-21 11:40:13.950484    Koto (YYH) - Yu☆Yu☆Hakusho React with any emoji to claim!
2022-01-21 11:40:20.791451    Kiyomi Azumabito - Shingeki no Kyojin React with any emoji to claim!
2022-01-21 11:40:27.803306    Mercuria (MGH) - Masou Gakuen HxH React with any emoji to claim!
2022-01-21 11:40:34.787505    Sheryl (RW) - Rebuild World React with any emoji to claim!
2022-01-21 11:40:41.853659    Seir - Asmodeus wa Akiramenai React with any emoji to claim!
2022-01-21 11:40:48.913662    Feina - Shindou Yuusha to Maid Onee-san React with any emoji to claim!
2022-01-21 11:40:55.791680    Nagisa Suzuki - Two Car React with any emoji to claim!
2022-01-21 11:41:02.779435    Suki - Avatar: The Last Airbender React with any emoji to claim!
2022-01-21 11:41:09.611408    Kaere Kimura - Sayonara Zetsubou Sensei React with any emoji to claim!
2022-01-21 11:41:16.898427    Moominmamma - Moomin React with any emoji to claim!
2022-01-21 11:41:23.613646    Kako Kurai - Hitoribocchi no Marumaru Seikatsu React with any emoji to claim!
2022-01-21 11:41:30.636376    Yukari Shinomiya - Kaze no Stigma React with any emoji to claim!
2022-01-21 11:42:03.542160    Kazuko Hosogawa - Tsurezure Children React with any emoji to claim!
2022-01-21 11:42:10.730893    Catty Noir - Monster High React with any emoji to claim!
2022-01-21 12:40:00.014156    Miho Nishizumi - Girls und Panzer React with any emoji to claim!
2022-01-21 12:40:07.324657    Flandre (KO) - Kaibutsu Oujo React with any emoji to claim!
2022-01-21 12:40:14.036448    Hana Satou - Joukamachi no Dandelion React with any emoji to claim!
2022-01-21 12:40:21.330092    Riko (LBX) - LBX Girls React with any emoji to claim!
2022-01-21 12:40:28.143203    ZEA Cornelia - Nijisanji React with any emoji to claim!
2022-01-21 12:40:35.113941    Mayuko Inoue - Ushio to Tora React with any emoji to claim!
2022-01-21 12:40:42.134417    Rizu Ogata - Bokutachi wa Benkyou ga Dekinai React with any emoji to claim!
2022-01-21 12:40:49.055798    Zhan Zi Qian - 19 Days React with any emoji to claim!
2022-01-21 12:40:56.150044    Meimei - Murenase! Shiiton Gakuen React with any emoji to claim!
2022-01-21 12:41:03.033734    Zentreya - VShojo React with any emoji to claim!
2022-01-21 12:41:10.073975    Vivian Lucy - Tomb Raider King React with any emoji to claim!
2022-01-21 12:41:16.958395    Rinko Sakuma - Yondemasu yo, Azazel-san. React with any emoji to claim!
2022-01-21 12:41:24.114130    Presea - Magic Knight Rayearth React with any emoji to claim!
2022-01-21 12:41:31.146750    Ondine - Miraculous: Tales of Ladybug & Cat Noir React with any emoji to claim!
2022-01-21 12:42:03.763445    Minekawa Yukino - Hoshizora no Shita, Kimi no Koe dake wo Dakishimeru React with any emoji to claim!
2022-01-21 12:42:10.718955    Akira Doujima - Kono Oto Tomare! React with any emoji to claim!
2022-01-21 13:40:00.028600    Claire Harvey - Hundred React with any emoji to claim!
2022-01-21 13:40:11.602178    Xu Xialing - Marvel React with any emoji to claim!
2022-01-21 13:40:13.713578    Viola's Surskit - Pokémon X/Y React with any emoji to claim!
2022-01-21 13:40:20.665379    Megara - Hercules React with any emoji to claim!
2022-01-21 13:40:27.612968    Yume Furusuna - ib: Instant Bullet React with any emoji to claim!
2022-01-21 13:40:34.421770    Mamana Iroha - Utsuronaru Regalia React with any emoji to claim!
2022-01-21 13:40:41.320941    Ash's Glalie - Pokémon the Series: Ruby & Sapphire React with any emoji to claim!
2022-01-21 13:40:48.331973    Rui (HOHD) - Hitozuma Osananajimi to Hitonatsu no Dekigoto React with any emoji to claim!
2022-01-21 13:40:55.273497    Shia - Pita-Ten React with any emoji to claim!
2022-01-21 13:41:02.105462    Fumi - Nijisanji React with any emoji to claim!
2022-01-21 13:41:08.941841    Umino Shiori - Stray and the Weeds React with any emoji to claim!
2022-01-21 13:41:16.356158    Decora - Shokugeki no Souma React with any emoji to claim!
2022-01-21 13:41:23.219368    Yukina Okano - Game-Bu React with any emoji to claim!
2022-01-21 13:41:30.211693    Suzuho (AGNHM) - Amakara Gishimai Ni Hasamarete Masu React with any emoji to claim!
2022-01-21 13:42:02.980595    Kagura Tsuchimiya - Ga-Rei React with any emoji to claim!
2022-01-21 13:42:09.965823    Remon Hanamaru - Ane to Boin React with any emoji to claim!
2022-01-21 14:40:00.089901    Narn - Thrilling Intent React with any emoji to claim!
2022-01-21 14:40:07.388773    Tara Tam - Marvel React with any emoji to claim!
2022-01-21 14:40:13.929637    Sunny (WoF) - Wings of Fire React with any emoji to claim!
2022-01-21 14:40:20.809863    Kokoro Akazaki - IDOLY PRIDE React with any emoji to claim!
2022-01-21 14:40:27.965007    Sayaka Igarashi - Kakegurui React with any emoji to claim!
2022-01-21 14:40:35.141756    Wakaba Harukaze - Aikatsu Friends! React with any emoji to claim!
2022-01-21 14:40:41.833892    Sapphie - Jewelpet React with any emoji to claim!
2022-01-21 14:40:48.757958    Aurgelmir - Million Crown React with any emoji to claim!
2022-01-21 14:40:55.628293    Noo-Nim Do - Stand-Up! React with any emoji to claim!
2022-01-21 14:41:02.943201    Healer-chan - Senshi no Otomodachi React with any emoji to claim!
2022-01-21 14:41:09.768642    Beatrice (OtGW) - Over the Garden Wall React with any emoji to claim!
2022-01-21 14:41:16.803155    Eperia Lohell Kansiol - Black Haze React with any emoji to claim!
2022-01-21 14:41:23.890267    Kana Akizuki - NeuTRal Actor React with any emoji to claim!
2022-01-21 14:41:30.880483    Nana (KF) - Kemono Friends React with any emoji to claim!
2022-01-21 14:42:03.592976    Red (OSP) - Overly Sarcastic Productions React with any emoji to claim!
2022-01-21 14:42:10.724195    Siduri - Fate/Grand Order React with any emoji to claim!
2022-01-21 15:39:59.926765    Emi Kino - Concrete Revolutio React with any emoji to claim!
2022-01-21 15:40:06.960446    Bom - 2NE1 React with any emoji to claim!
2022-01-21 15:40:13.770092    Mal Yoo - Lumberjanes React with any emoji to claim!
2022-01-21 15:40:20.866285    Inukai (FW) - Flying Witch React with any emoji to claim!
2022-01-21 15:40:27.700568    Tamaki Yamazaki - Tamayomi React with any emoji to claim!
2022-01-21 15:40:34.772086    Chiriko Tsurumi - Anohana: The Flower We Saw That Day React with any emoji to claim!
2022-01-21 15:40:41.722987    Audrey Hall - Lord of the Mysteries React with any emoji to claim!
2022-01-21 15:41:01.914657    Sae Nakata - Amagami React with any emoji to claim!
2022-01-21 15:41:08.544831    Take - Saraiya Goyou React with any emoji to claim!
2022-01-21 15:41:15.528557    Yo-Yo Ma - JoJo's Bizarre Adventure: Stone Ocean React with any emoji to claim!
2022-01-21 15:41:22.435208    Kaoru Seta - BanG Dream! React with any emoji to claim!
2022-01-21 15:41:29.419558    Colette Tatou - Ratatouille React with any emoji to claim!
2022-01-21 15:41:36.400954    Ashley Camryn - A Renewable World React with any emoji to claim!
2022-01-21 15:41:43.288283    Yumiko Azu - Zettai Naru Isolator React with any emoji to claim!
2022-01-21 15:42:03.144574    Israfel - Neon Genesis Evangelion React with any emoji to claim!
2022-01-21 15:42:10.176558    Helga (DK) - Dinosaur King React with any emoji to claim!
2022-01-21 16:40:00.030146    Paulina Sanchez - Danny Phantom React with any emoji to claim!
2022-01-21 16:40:07.106072    Nicki Minaj - Solo Western Musicians React with any emoji to claim!
2022-01-21 16:40:13.988001    SCP-169 - SCP Foundation React with any emoji to claim!
2022-01-21 16:40:20.977412    Ryoko Subaru - Martian Successor Nadesico React with any emoji to claim!
2022-01-21 16:40:27.994766    Jade Harley - Homestuck React with any emoji to claim!
2022-01-21 16:40:35.057500    Boo - Monsters, Inc. React with any emoji to claim!
2022-01-21 16:40:41.931046    Sena Miyanagi - Peace Hame! React with any emoji to claim!
2022-01-21 16:40:48.987174    Angela (JP) - Jewelpet React with any emoji to claim!
2022-01-21 16:40:55.866331    Kaede Soga - Sweet Home ~H na Onee-san wa Suki Desu ka?~ React with any emoji to claim!
2022-01-21 16:41:02.887078    Loki Asgard - Boku Girl React with any emoji to claim!
2022-01-21 16:41:09.758035    Selena (MnT) - Majo no Tabitabi React with any emoji to claim!
2022-01-21 16:41:16.851054    Dain (TLMS) - The Legendary Moonlight Sculptor React with any emoji to claim!
2022-01-21 16:41:23.783896    Di-Air - Kiddy GiRL-AND React with any emoji to claim!
2022-01-21 16:41:30.832907    Sweet Mayhem - The LEGO Movie React with any emoji to claim!
2022-01-21 16:42:03.819357    Ayane Niikura - Okusama ga Seitokaichou! React with any emoji to claim!
2022-01-21 16:42:10.699889    Zhu Li Moon - The Legend of Korra React with any emoji to claim!
2022-01-21 17:40:00.097615    Sonoko Nogi - Yuuki Yuuna wa Yuusha de Aru React with any emoji to claim!
2022-01-21 17:40:07.143526    Jo (BT) - Bakuretsu Tenshi React with any emoji to claim!
2022-01-21 17:40:14.234143    Nadie - El Cazador de la Bruja React with any emoji to claim!
2022-01-21 17:40:21.036046    Nana (DM) - Death March kara Hajimaru Isekai Kyousoukyoku React with any emoji to claim!
2022-01-21 17:40:28.019974    Minori Hamura - Yonakano Reiji ni Harem wo!! React with any emoji to claim!
2022-01-21 17:40:35.131154    Nao Fujiyoshi - Futago-tachi no Shojijou React with any emoji to claim!
2022-01-21 17:40:42.103078    Yuu Momokino - Triage X React with any emoji to claim!
2022-01-21 17:40:49.302395    Rito Tsukimi - Absolute Duo React with any emoji to claim!
2022-01-21 17:40:56.356137    Planya - WePlanet React with any emoji to claim!
2022-01-21 17:41:03.376749    Laura (PreCure) - Tropical-Rouge! Precure React with any emoji to claim!
2022-01-21 17:41:10.231283    Mato Katori - Amanchu! React with any emoji to claim!
2022-01-21 17:41:17.232552    Hoshimi Maidono - Toaru React with any emoji to claim!
2022-01-21 17:41:24.334368    Northern Crown Katja - Saint Seiya: Saintia Shou React with any emoji to claim!
2022-01-21 17:41:31.537092    Sana Kashimura - Alice to Zouroku React with any emoji to claim!
2022-01-21 17:42:04.467456    Da Ae - Redemption Camp React with any emoji to claim!
2022-01-21 17:42:11.337488    Rinka Aoba - Kiratto Pri☆Chan React with any emoji to claim!
2022-01-23 18:40:22.119023    Mayuri Shiina - Steins;Gate
2022-01-23 18:58:35.324867    Yasuko Naishinnou - Chouyaku Hyakuninisshu: Uta Koi React with any emoji to claim!
2022-01-23 18:58:36.999753    Erubetie - Monster Girl Quest React with any emoji to claim!
2022-01-23 18:59:32.537799    Collet - Conception: Ore no Kodomo o Undekure! React with any emoji to claim!
2022-01-23 19:01:01.856792    Monaco - Hetalia Axis Powers React with any emoji to claim!
2022-01-23 19:01:56.757157    Squirrelflight - Warriors React with any emoji to claim!
2022-01-23 19:05:25.632400    Banica Conchita - The Evillious Chronicles React with any emoji to claim!
2022-01-23 19:09:07.829916    Reki (HR) - Haibane Renmei React with any emoji to claim!
2022-01-23 19:09:13.627329    Kikunojo - One Piece React with any emoji to claim!
2022-01-23 19:10:20.808633    Nico Niiyama - Kiznaiver React with any emoji to claim!
2022-01-23 19:10:22.533394    Raika Oda - Papa no Iukoto wo Kikinasai! React with any emoji to claim!
2022-01-23 19:12:33.643979    Granny Chiyo - Naruto React with any emoji to claim!
2022-01-23 19:12:40.612203    A-ting Chen - Song of the Sky Walkers React with any emoji to claim!
2022-01-23 19:23:31.251762    Apex - Pacific Rim: The Black React with any emoji to claim!
2022-01-23 19:23:33.019338    Aoi Tsumura - Runway de Waratte React with any emoji to claim!
